trap_index,year_week,avg_daily_trap_count,longitude,latitude,geoid,PRESSURE
8681098a7ffffff,2021-45,12.371888546487673,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2021-46,11.220813232881024,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2021-47,13.71706908684129,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2021-48,19.01560745103446,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2021-49,25.322732890198804,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2021-50,30.503316557045974,-45.25380058671902,-10.156152889347783,1,Medium
8681098a7ffffff,2021-51,32.803593802439515,-45.25380058671902,-10.156152889347783,1,Medium
8681098a7ffffff,2021-52,31.44485991362655,-45.25380058671902,-10.156152889347783,1,Medium
8681098a7ffffff,2022-01,26.88708226398112,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-02,20.67318918640996,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-03,14.906747906879868,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-04,11.539851378174982,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-05,11.712283163126331,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-06,15.36567053999398,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-07,21.26324521331457,-45.25380058671902,-10.156152889347783,1,Low
8681098a7ffffff,2022-08,27.40852210672468,-45.25380058671902,-10.156152889347783,1,Medium
8681098a7ffffff,2022-09,31.72116238817586,-45.25380058671902,-10.156152889347783,1,Medium
8681098a7ffffff,2022-10,32.74122321021402,-45.25380058671902,-10.156152889347783,1,Medium
8681098c7ffffff,2021-41,19.463686671352725,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-42,20.245683008711715,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-43,19.482156260131593,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-44,16.72148564115087,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-45,12.898231203460531,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-46,9.306665737283884,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-47,7.162629185511646,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-48,7.191934651987198,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-49,9.384661460887818,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-50,12.998513567991116,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-51,16.810106412749622,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2021-52,19.52911496271245,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-01,20.235082878926825,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-02,18.68902134188878,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-03,15.41431309057396,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-04,11.51953351662095,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-05,8.323168561428444,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-06,6.90727233793907,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-07,7.751163182326477,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-08,10.569161714468363,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-09,14.407300867175818,-45.37656241856117,-10.009467017499984,1,Low
8681098c7ffffff,2022-10,17.96626898034365,-45.37656241856117,-10.009467017499984,1,Low
86810d00fffffff,2021-41,33.50202683609722,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2021-42,30.492633410242654,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2021-43,24.430800155383928,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-44,17.913246654774202,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-45,13.146337222413889,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-46,11.743796833272238,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-47,14.180422520201661,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-48,19.631352015218454,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-49,26.251301453017636,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2021-50,31.799242785470174,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2021-51,34.39705107337214,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2021-52,33.16529947342942,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2022-01,28.520968494290315,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2022-02,22.03628706109068,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-03,15.906491423219915,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-04,12.206679598093299,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-05,12.189335785297837,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-06,15.860331324380912,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-07,21.976937091058424,-45.2924477972602,-10.88161037204654,2,Low
86810d00fffffff,2022-08,28.468520188317065,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2022-09,33.13750797086591,-45.2924477972602,-10.88161037204654,2,Medium
86810d00fffffff,2022-10,34.40332453319746,-45.2924477972602,-10.88161037204654,2,Medium
86810d087ffffff,2021-41,17.117108849499747,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2021-42,16.88843628156093,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2021-43,20.95425322613048,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2021-44,29.079996793204653,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-45,38.514887778679636,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-46,46.064965937366956,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-47,49.17433003797124,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-48,46.79037805886493,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-49,39.7201408241907,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-50,30.35708071590568,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2021-51,21.870841326629197,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2021-52,17.13423923497666,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2022-01,17.750739579157436,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2022-02,23.511640680107096,-45.10198829979986,-10.85145953567394,2,Low
86810d087ffffff,2022-03,32.46672508208368,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-04,41.58445976406408,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-05,47.77825028152797,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-06,48.9513346570174,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-07,44.706592789692486,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-08,36.48098211723793,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-09,27.059089501406014,-45.10198829979986,-10.85145953567394,2,Medium
86810d087ffffff,2022-10,19.630474895324934,-45.10198829979986,-10.85145953567394,2,Low
86810d097ffffff,2021-41,0.4543486368224799,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-42,0.48548794246704696,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-43,0.6413665402862483,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-44,0.8862271107376178,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-45,1.1371778717285126,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-46,1.3092653505226086,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-47,1.3442333821245485,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-48,1.230244362585221,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-49,1.0058865911607713,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-50,0.7471111099704963,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-51,0.5415202665797979,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2021-52,0.45871200139684637,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-01,0.5267191032874099,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-02,0.7225193687980178,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-03,0.9798292271909659,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-04,1.211542482998033,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-05,1.3392180680107661,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-06,1.3196344184146338,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-07,1.1594211177800287,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-08,0.9128146076053366,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-09,0.6632977167769968,-45.038490295697294,-10.84138004484455,2,Low
86810d097ffffff,2022-10,0.4953385150411971,-45.038490295697294,-10.84138004484455,2,Low
86810d0d7ffffff,2021-41,0.4689267890799735,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-42,0.5972192418475462,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-43,0.7932951968741474,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-44,0.9524031593137067,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-45,1.0206808738940387,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-46,0.9750145276057893,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-47,0.8308633869961002,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-48,0.6370264273912076,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-49,0.45912258853078075,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-50,0.35737702719314335,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-51,0.36623330807205756,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2021-52,0.4826933457533916,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-01,0.66733233595695,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-02,0.8576450949630899,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-03,0.98920571818494,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-04,1.0174774535763225,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-05,0.9328895706389656,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-06,0.7640773059370749,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-07,0.5681880778338458,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-08,0.4115355732585263,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-09,0.3471508100250004,-45.183963690354936,-10.753893627533833,1,Low
86810d0d7ffffff,2022-10,0.39682973410448713,-45.183963690354936,-10.753893627533833,1,Low
86810d157ffffff,2021-41,5.471267192326273,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-42,4.414719715246104,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-43,3.1848732532697985,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-44,2.607677601161608,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-45,2.8785287597197793,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-46,3.9057364450682277,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-47,5.341563675867604,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-48,6.69994494259665,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-49,7.521032243787142,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-50,7.526865802069211,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-51,6.715470803608808,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2021-52,5.361525924843945,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-01,3.9233773325304573,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-02,2.8878763784851804,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-03,2.6055675349407124,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-04,3.172019815310596,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-05,4.395474134398915,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-06,5.861758832672139,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-07,7.074497741966504,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-08,7.623146652492771,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-09,7.321973390823108,-45.337467996359294,-10.999199437397184,2,Low
86810d157ffffff,2022-10,6.272933075057731,-45.337467996359294,-10.999199437397184,2,Low
86810d257ffffff,2021-41,11.427317849838659,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-42,11.127857594645766,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-43,13.63173207091809,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-44,18.900883108560738,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-45,25.15156365993608,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-46,30.26775296580043,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2021-47,32.51748557208055,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2021-48,31.13916746377149,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2021-49,26.599395790743753,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-50,20.435003386382153,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-51,14.732800188987346,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2021-52,11.42313286080518,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-01,11.626411366008844,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-02,15.273820551850692,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-03,21.130615898712243,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-04,27.214117211254774,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2022-05,31.464898326131326,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2022-06,32.44395736056294,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2022-07,29.819856925555722,-45.61991965436384,-10.491007008396334,1,Medium
86810d257ffffff,2022-08,24.48092445188743,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-09,18.234529849702685,-45.61991965436384,-10.491007008396334,1,Low
86810d257ffffff,2022-10,13.195242971038196,-45.61991965436384,-10.491007008396334,1,Low
86810d25fffffff,2021-41,22.77450812985981,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2021-42,29.01605063952079,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-43,39.070300677549945,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-44,47.79186893720699,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-45,52.22827379046602,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-46,50.87767480751338,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-47,44.197285480840215,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-48,34.448594360195,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2021-49,24.931791339652495,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2021-50,18.86856605565876,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2021-51,18.311480699394487,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2021-52,23.449123404397646,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2022-01,32.54226617333095,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-02,42.51263957494109,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-03,49.985008397347606,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-04,52.429778075770244,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-05,49.019329385615386,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-06,40.908189448752175,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-07,30.842193754046914,-45.66081236110366,-10.442136907207368,1,Medium
86810d25fffffff,2022-08,22.228948189752312,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2022-09,17.98426428530259,-45.66081236110366,-10.442136907207368,1,Low
86810d25fffffff,2022-10,19.545079856415544,-45.66081236110366,-10.442136907207368,1,Low
86810d2dfffffff,2021-41,44.46244295967953,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-42,49.40175084893047,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-43,52.089158264629,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-44,48.9555492279979,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-45,41.061733313029215,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-46,31.079976076798356,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-47,22.389366460420312,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2021-48,17.931905772007365,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2021-49,19.216562398708792,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2021-50,25.808446080454917,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2021-51,35.47602977015883,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2021-52,44.94658058521666,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-01,51.01406648456932,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-02,51.62448294600152,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-03,46.57118784573835,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-04,37.56485528508041,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-05,27.654367142787414,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-06,20.194685885900732,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2022-07,17.71111100256008,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2022-08,21.044398306007025,-45.511508427165055,-10.363216351642992,1,Low
86810d2dfffffff,2022-09,29.066141845458333,-45.511508427165055,-10.363216351642992,1,Medium
86810d2dfffffff,2022-10,39.06076917799455,-45.511508427165055,-10.363216351642992,1,Medium
86810d81fffffff,2021-41,46.51772044193131,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2021-42,52.7341187791234,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2021-43,57.184068535085984,-45.386566412260535,-11.282896847600629,2,High
86810d81fffffff,2021-44,55.273763976789574,-45.386566412260535,-11.282896847600629,2,High
86810d81fffffff,2021-45,47.64989374375257,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2021-46,36.8933396369712,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2021-47,26.6454798393169,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2021-48,20.375486050003023,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2021-49,20.20591707034243,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2021-50,26.194176486734467,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2021-51,36.3130800377736,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2021-52,47.13711112589964,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2022-01,55.00204882461946,-45.386566412260535,-11.282896847600629,2,High
86810d81fffffff,2022-02,57.2454036171736,-45.386566412260535,-11.282896847600629,2,High
86810d81fffffff,2022-03,53.10774054725977,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2022-04,43.989768046341055,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2022-05,32.978161066940956,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2022-06,23.800639937994905,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2022-07,19.564038398266536,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2022-08,21.702558169156635,-45.386566412260535,-11.282896847600629,2,Low
86810d81fffffff,2022-09,29.492253723124087,-45.386566412260535,-11.282896847600629,2,Medium
86810d81fffffff,2022-10,40.29610700031041,-45.386566412260535,-11.282896847600629,2,Medium
86810d82fffffff,2021-41,13.149226767284688,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-42,11.89383920824008,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-43,9.452452604794969,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-44,6.899971150268009,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-45,5.100477355510764,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-46,4.6631474845379755,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-47,5.73602927039403,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-48,7.955923840183995,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-49,10.57133814376724,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-50,12.696885235687535,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-51,13.613011183491292,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2021-52,13.009583113213617,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-01,11.090877393311212,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-02,8.506426678800283,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-03,6.131135920941519,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-04,4.769103891309925,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-05,4.881414471215199,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-06,6.430047557628727,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-07,8.890749874068232,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-08,11.430508576394812,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-09,13.189548142019934,-45.47259408183713,-11.351531300081705,2,Low
86810d82fffffff,2022-10,13.572387133906366,-45.47259408183713,-11.351531300081705,2,Low
86810d84fffffff,2021-41,11.165282440700501,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-42,8.834217548598394,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-43,6.911350886587887,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-44,7.14355062504101,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-45,9.452211008501324,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-46,13.0557894101631,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-47,16.734379190612398,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-48,19.242680373919487,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-49,19.731566640047845,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-50,18.035537052014043,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-51,14.728742502200722,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2021-52,10.930620443289595,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-01,7.926935690286064,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-02,6.734515009386128,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-03,7.75702435244849,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-04,10.648317251315461,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-05,14.429614556297507,-45.595463205084094,-11.20530049609771,2,Low
86810d84fffffff,2022-06,17.82084707677605,-45.595463205084094,-11.20530049609771,2,Low
